date,item_id,item_type,item_name,unit_cost,min_required,max_capacity,current_stock,avg_usage_per_day,restock_lead_time,vendor_id
2023-06-26,205,Consumable,Syringe,7,3896,14448,5319,1408,12,V003
2023-06-27,206,Consumable,Bandages,29,3524,9065,8744,465,8,V001
2023-06-27,105,Equipment,ECG Machine,313120,4,13,5,2,25,V005
2023-06-28,208,Consumable,Antiseptic Solution,378,1856,7115,1913,182,6,V004
2023-06-29,106,Equipment,MRI Scanner,29074330,2,5,3,0,39,V001
2023-06-29,107,Equipment,Infusion Pump,125406,5,15,14,12,16,V004
2023-06-29,105,Equipment,ECG Machine,313120,4,13,5,3,16,V005
2023-06-30,207,Consumable,Blood Bags,507,541,2639,799,70,14,V005
2023-06-30,106,Equipment,MRI Scanner,31100685,1,4,2,0,45,V003
2023-07-01,203,Consumable,Gown,237,656,5105,1891,190,9,V003
2023-07-01,207,Consumable,Blood Bags,762,641,4136,1190,38,9,V001
2023-07-01,100,Equipment,Ventilator,3142549,14,43,18,4,19,V002
2023-07-02,205,Consumable,Syringe,23,3177,16809,15473,358,12,V005
2023-07-03,105,Equipment,ECG Machine,256587,3,10,4,0,26,V001
2023-07-04,200,Consumable,Gloves,9,2768,5461,2857,367,12,V002
2023-07-04,105,Equipment,ECG Machine,366194,2,12,6,0,19,V003
2023-07-04,205,Consumable,Syringe,23,4998,11828,10417,1709,9,V002
2023-07-05,201,Consumable,IV Drip,246,420,4357,876,66,7,V005
2023-07-05,103,Equipment,Wheelchair,6566,10,79,62,0,11,V001
2023-07-06,101,Equipment,X-Ray-Machine,3863821,2,12,10,1,37,V003
2023-07-06,203,Consumable,Gown,81,895,4148,3524,279,10,V004
2023-07-07,100,Equipment,Ventilator,1999337,8,50,44,1,15,V001
2023-07-07,207,Consumable,Blood Bags,507,901,2985,2602,116,13,V005
2023-07-08,100,Equipment,Ventilator,2900485,3,40,24,2,18,V003
2023-07-08,203,Consumable,Gown,237,886,7234,4734,390,5,V003
2023-07-08,100,Equipment,Ventilator,1999337,13,32,14,1,22,V001
2023-07-08,206,Consumable,Bandages,42,3298,8087,5675,874,3,V003
2023-07-09,209,Consumable,Cotton Rolls,85,778,4476,1752,229,8,V003
2023-07-09,107,Equipment,Infusion Pump,212601,7,16,16,10,14,V002
2023-07-09,106,Equipment,MRI Scanner,33213797,1,4,2,1,50,V005
2023-07-10,204,Consumable,Face Shield,78,704,5592,3237,619,7,V004
2023-07-10,106,Equipment,MRI Scanner,29074330,1,2,2,0,57,V001
2023-07-10,103,Equipment,Wheelchair,13926,20,43,28,0,8,V005
2023-07-10,203,Consumable,Gown,196,1467,4985,2607,204,5,V001
2023-07-10,100,Equipment,Ventilator,1879046,9,50,38,1,16,V004
2023-07-10,200,Consumable,Gloves,9,1772,5064,2110,669,5,V003
2023-07-10,204,Consumable,Face Shield,52,567,8868,3330,580,3,V002
2023-07-11,106,Equipment,MRI Scanner,31100685,2,5,3,1,48,V003
2023-07-12,103,Equipment,Wheelchair,15622,18,33,31,1,8,V004
2023-07-13,207,Consumable,Blood Bags,762,625,1782,708,136,15,V001
2023-07-13,203,Consumable,Gown,237,1054,6959,4351,320,12,V003
2023-07-13,105,Equipment,ECG Machine,367841,4,14,6,0,28,V002
2023-07-13,100,Equipment,Ventilator,2232401,9,25,20,2,19,V005
2023-07-14,100,Equipment,Ventilator,2232401,6,31,7,2,16,V005
2023-07-14,207,Consumable,Blood Bags,843,870,4932,1813,84,10,V004
2023-07-14,105,Equipment,ECG Machine,256587,2,10,2,0,26,V001
2023-07-14,202,Consumable,Surgical Mask,7,5830,35021,24641,2430,8,V003
2023-07-14,201,Consumable,IV Drip,248,314,2859,581,167,7,V002
2023-07-15,201,Consumable,IV Drip,237,425,2320,1960,71,8,V004
2023-07-15,208,Consumable,Antiseptic Solution,505,855,5685,4154,106,6,V003
2023-07-15,100,Equipment,Ventilator,2232401,4,28,23,3,15,V005
2023-07-15,104,Equipment,Hospital Bed,51423,50,151,127,1,18,V005
2023-07-16,206,Consumable,Bandages,39,1524,7551,2979,1283,5,V004
2023-07-17,208,Consumable,Antiseptic Solution,505,580,7375,4630,392,8,V003
2023-07-17,205,Consumable,Syringe,23,3464,19695,10597,1117,9,V005
2023-07-18,202,Consumable,Surgical Mask,7,3053,43134,18894,1206,5,V002
2023-07-18,204,Consumable,Face Shield,103,1500,5154,4503,308,3,V001
2023-07-18,203,Consumable,Gown,102,1109,7520,4314,267,8,V005
2023-07-18,101,Equipment,X-Ray-Machine,4612827,2,14,8,1,27,V005
2023-07-18,203,Consumable,Gown,117,1661,6935,4116,398,12,V002
2023-07-18,203,Consumable,Gown,237,1764,3936,3623,192,7,V003
2023-07-18,201,Consumable,IV Drip,270,752,4212,2315,115,10,V001
2023-07-18,102,Equipment,Defibrilator,704572,3,10,4,0,39,V005
2023-07-18,106,Equipment,MRI Scanner,29074330,2,4,4,0,46,V001
2023-07-19,206,Consumable,Bandages,29,3988,11884,6653,1239,9,V001
2023-07-19,106,Equipment,MRI Scanner,33213797,2,4,3,1,59,V005
2023-07-19,205,Consumable,Syringe,24,2621,11450,7752,1172,12,V004
2023-07-19,102,Equipment,Defibrilator,383361,4,10,10,1,31,V004
2023-07-20,201,Consumable,IV Drip,248,945,2876,2297,74,9,V002
2023-07-20,206,Consumable,Bandages,41,2061,7333,2920,652,7,V002
2023-07-20,207,Consumable,Blood Bags,762,967,3732,2036,70,7,V001
2023-07-20,105,Equipment,ECG Machine,313120,4,13,5,1,18,V005
2023-07-21,208,Consumable,Antiseptic Solution,378,1116,5541,2271,395,6,V004
2023-07-21,107,Equipment,Infusion Pump,125406,9,15,13,7,12,V004
2023-07-21,105,Equipment,ECG Machine,366194,4,11,9,3,16,V003
2023-07-21,102,Equipment,Defibrilator,689894,5,10,8,0,36,V002
2023-07-22,100,Equipment,Ventilator,1879046,6,37,11,3,17,V004
2023-07-22,208,Consumable,Antiseptic Solution,505,1958,5111,3203,400,7,V003
2023-07-22,102,Equipment,Defibrilator,704572,5,13,5,0,38,V005
2023-07-22,103,Equipment,Wheelchair,15809,7,64,44,4,17,V002
2023-07-22,102,Equipment,Defibrilator,704572,4,10,9,0,30,V005
2023-07-23,200,Consumable,Gloves,5,1084,6095,3193,445,11,V001
2023-07-24,209,Consumable,Cotton Rolls,58,762,2813,1973,270,4,V005
2023-07-24,206,Consumable,Bandages,29,1315,8841,7544,1468,10,V001
2023-07-24,203,Consumable,Gown,196,1584,5239,2155,431,8,V001
2023-07-25,105,Equipment,ECG Machine,230753,2,14,13,0,19,V004
2023-07-26,100,Equipment,Ventilator,2232401,13,43,34,1,26,V005
2023-07-26,202,Consumable,Surgical Mask,4,7432,46181,22584,1023,4,V001
2023-07-26,101,Equipment,X-Ray-Machine,4180254,4,19,17,1,33,V002
2023-07-26,107,Equipment,Infusion Pump,212601,4,19,7,6,20,V002
2023-07-26,202,Consumable,Surgical Mask,3,6937,35592,27439,2074,9,V004
2023-07-27,205,Consumable,Syringe,24,4749,14776,11882,300,8,V004
2023-07-27,201,Consumable,IV Drip,246,368,4624,3473,118,5,V005
2023-07-27,201,Consumable,IV Drip,246,455,3040,2032,160,10,V005
2023-07-27,209,Consumable,Cotton Rolls,76,585,3905,2315,66,8,V004
2023-07-28,106,Equipment,MRI Scanner,33213797,2,2,2,0,60,V005
2023-07-28,200,Consumable,Gloves,5,2428,5870,4521,753,8,V001
2023-07-29,103,Equipment,Wheelchair,6566,9,61,11,5,12,V001
2023-07-29,107,Equipment,Infusion Pump,125406,4,23,15,13,17,V004
2023-07-30,205,Consumable,Syringe,24,1550,17352,5633,1348,10,V004
2023-07-30,103,Equipment,Wheelchair,15809,9,99,71,1,20,V002
2023-07-30,102,Equipment,Defibrilator,383361,2,14,8,1,29,V004
2023-07-30,201,Consumable,IV Drip,246,982,3317,3191,102,9,V005
2023-07-31,209,Consumable,Cotton Rolls,123,461,3097,1533,103,8,V001
2023-07-31,203,Consumable,Gown,102,1965,5544,4435,240,6,V005
2023-08-01,106,Equipment,MRI Scanner,32971025,1,3,1,0,53,V004
2023-08-01,105,Equipment,ECG Machine,366194,5,12,5,3,22,V003
2023-08-01,100,Equipment,Ventilator,1999337,13,49,39,4,25,V001
2023-08-01,106,Equipment,MRI Scanner,33213797,2,2,2,0,46,V005
2023-08-01,102,Equipment,Defibrilator,704572,5,15,9,0,25,V005
2023-08-02,206,Consumable,Bandages,39,3775,11900,8180,793,6,V004
2023-08-02,209,Consumable,Cotton Rolls,76,518,3555,1897,281,7,V004
2023-08-02,206,Consumable,Bandages,42,2490,7605,3915,1203,10,V003
2023-08-02,105,Equipment,ECG Machine,230753,5,10,7,1,19,V004
2023-08-03,103,Equipment,Wheelchair,13926,19,88,68,3,17,V005
2023-08-03,206,Consumable,Bandages,29,3612,6692,5706,1096,5,V001
2023-08-04,209,Consumable,Cotton Rolls,85,304,2361,1918,171,3,V003
2023-08-04,208,Consumable,Antiseptic Solution,505,904,3682,2277,331,7,V003
2023-08-04,205,Consumable,Syringe,24,3019,14499,9186,826,10,V004
2023-08-05,103,Equipment,Wheelchair,6566,16,47,32,3,7,V001
2023-08-05,206,Consumable,Bandages,41,3651,8616,5391,544,10,V002
2023-08-05,205,Consumable,Syringe,23,4732,15070,10619,1150,9,V002
2023-08-05,207,Consumable,Blood Bags,795,654,2039,1971,148,5,V003
2023-08-05,205,Consumable,Syringe,21,1618,10952,7612,586,7,V001
2023-08-05,107,Equipment,Infusion Pump,212601,3,24,24,10,16,V002
2023-08-06,200,Consumable,Gloves,9,1601,8662,4623,980,7,V003
2023-08-06,106,Equipment,MRI Scanner,33213797,1,2,1,0,55,V005
2023-08-06,200,Consumable,Gloves,7,2540,9396,7807,485,12,V004
2023-08-07,101,Equipment,X-Ray-Machine,2798274,1,10,9,0,24,V001
2023-08-07,101,Equipment,X-Ray-Machine,3863821,4,10,6,1,44,V003
2023-08-07,201,Consumable,IV Drip,246,536,2045,1029,60,8,V005
2023-08-08,105,Equipment,ECG Machine,256587,4,12,9,3,22,V001
2023-08-08,208,Consumable,Antiseptic Solution,319,1316,6515,1847,248,6,V002
2023-08-08,105,Equipment,ECG Machine,367841,4,15,7,3,27,V002
2023-08-09,206,Consumable,Bandages,29,1922,8107,3570,1051,4,V001
2023-08-09,106,Equipment,MRI Scanner,33213797,1,5,2,1,33,V005
2023-08-09,203,Consumable,Gown,81,1845,6232,2211,427,6,V004
2023-08-09,106,Equipment,MRI Scanner,33213797,2,3,2,0,48,V005
2023-08-11,208,Consumable,Antiseptic Solution,378,894,7380,6730,215,10,V004
2023-08-11,200,Consumable,Gloves,6,2325,8872,4932,264,6,V005
2023-08-11,202,Consumable,Surgical Mask,4,4504,40070,8309,1413,8,V001
2023-08-11,204,Consumable,Face Shield,103,1291,5733,4578,502,5,V001
2023-08-11,103,Equipment,Wheelchair,15622,15,70,23,0,15,V004
2023-08-12,204,Consumable,Face Shield,52,696,4145,3606,367,7,V002
2023-08-12,203,Consumable,Gown,81,518,3320,2935,128,8,V004
2023-08-13,105,Equipment,ECG Machine,313120,3,10,10,2,18,V005
2023-08-13,207,Consumable,Blood Bags,843,982,2058,1764,28,12,V004
2023-08-14,202,Consumable,Surgical Mask,4,7718,33936,14074,2556,9,V001
2023-08-14,209,Consumable,Cotton Rolls,58,610,2374,2317,205,4,V005
2023-08-14,203,Consumable,Gown,117,1579,7361,2461,121,11,V002
2023-08-14,207,Consumable,Blood Bags,795,362,3707,2773,108,7,V003
2023-08-14,201,Consumable,IV Drip,237,422,4437,1148,65,8,V004
2023-08-15,200,Consumable,Gloves,5,2868,6534,6236,466,7,V001
2023-08-15,205,Consumable,Syringe,21,2585,15898,13532,1457,9,V001
2023-08-15,200,Consumable,Gloves,9,2453,9120,5111,928,9,V003
2023-08-15,207,Consumable,Blood Bags,762,962,1807,1094,95,12,V001
2023-08-15,206,Consumable,Bandages,41,1006,11005,3359,1065,4,V002
2023-08-16,103,Equipment,Wheelchair,15622,10,59,11,3,19,V004
2023-08-16,201,Consumable,IV Drip,270,534,3030,2562,112,5,V001
2023-08-16,102,Equipment,Defibrilator,704572,4,13,6,1,40,V005
2023-08-17,206,Consumable,Bandages,41,1558,10105,4235,842,5,V005
2023-08-17,209,Consumable,Cotton Rolls,123,777,2460,797,253,9,V001
2023-08-17,203,Consumable,Gown,237,1820,7887,6277,330,9,V003
2023-08-17,206,Consumable,Bandages,42,2071,7747,6817,1210,3,V003
2023-08-18,209,Consumable,Cotton Rolls,54,509,4719,2076,86,6,V002
2023-08-18,205,Consumable,Syringe,23,4244,14976,9460,1979,10,V005
2023-08-18,204,Consumable,Face Shield,82,661,8183,7353,279,7,V005
2023-08-18,103,Equipment,Wheelchair,15622,7,43,37,4,17,V004
2023-08-19,207,Consumable,Blood Bags,507,918,1758,1672,75,13,V005
2023-08-19,107,Equipment,Infusion Pump,125406,10,19,10,5,17,V004
2023-08-19,202,Consumable,Surgical Mask,5,6734,40777,15992,2874,7,V005
2023-08-19,205,Consumable,Syringe,23,4899,16007,14532,1193,7,V005
2023-08-19,101,Equipment,X-Ray-Machine,4612827,2,17,7,0,36,V005
2023-08-20,103,Equipment,Wheelchair,13926,9,39,23,3,12,V005
2023-08-20,205,Consumable,Syringe,7,3291,18205,3950,1534,9,V003
2023-08-21,206,Consumable,Bandages,39,1696,7369,7084,356,3,V004
2023-08-21,100,Equipment,Ventilator,1999337,14,45,21,1,20,V001
2023-08-21,200,Consumable,Gloves,5,1727,6341,1755,446,8,V001
2023-08-22,200,Consumable,Gloves,6,1882,8871,2208,215,9,V005
2023-08-22,106,Equipment,MRI Scanner,29074330,2,2,2,1,34,V001
2023-08-22,206,Consumable,Bandages,39,2165,11553,11168,1193,4,V004
2023-08-22,203,Consumable,Gown,102,1093,6931,5727,111,6,V005
2023-08-22,104,Equipment,Hospital Bed,16130,71,286,260,1,15,V004
2023-08-23,200,Consumable,Gloves,7,1094,8964,8625,492,6,V004
2023-08-23,202,Consumable,Surgical Mask,7,9869,34530,15565,1333,8,V002
2023-08-23,100,Equipment,Ventilator,3142549,6,37,8,1,17,V002
2023-08-24,208,Consumable,Antiseptic Solution,349,1729,4387,2222,389,7,V005
2023-08-24,202,Consumable,Surgical Mask,7,6973,20428,12448,2696,10,V002
2023-08-24,102,Equipment,Defibrilator,383361,2,11,4,1,27,V004
2023-08-24,201,Consumable,IV Drip,270,562,2828,1024,67,10,V001
2023-08-25,207,Consumable,Blood Bags,507,533,1740,945,70,6,V005
2023-08-25,102,Equipment,Defibrilator,689894,2,9,6,1,28,V002
2023-08-25,202,Consumable,Surgical Mask,5,5844,47211,17523,941,3,V005
2023-08-25,208,Consumable,Antiseptic Solution,631,548,3123,1943,118,7,V001
2023-08-25,209,Consumable,Cotton Rolls,58,401,4553,1051,186,3,V005
2023-08-26,200,Consumable,Gloves,9,1617,5650,2410,837,10,V002
2023-08-26,107,Equipment,Infusion Pump,212601,4,16,9,5,16,V002
2023-08-26,200,Consumable,Gloves,9,2827,7321,6186,533,8,V003
2023-08-26,106,Equipment,MRI Scanner,30163463,2,2,2,0,40,V002
2023-08-26,205,Consumable,Syringe,21,1906,15064,7158,1643,8,V001
2023-08-26,201,Consumable,IV Drip,237,579,3452,1764,192,5,V004
2023-08-27,101,Equipment,X-Ray-Machine,3627022,4,10,10,1,33,V004
2023-08-27,204,Consumable,Face Shield,52,1543,4058,3702,768,3,V002
2023-08-28,209,Consumable,Cotton Rolls,85,386,5582,1802,217,10,V003
2023-08-28,104,Equipment,Hospital Bed,51423,85,252,170,1,15,V005
2023-08-28,200,Consumable,Gloves,5,1494,7637,7585,279,12,V001
2023-08-29,206,Consumable,Bandages,29,3243,11524,8002,1071,9,V001
2023-08-29,202,Consumable,Surgical Mask,4,3975,22169,16471,2142,3,V001
2023-08-29,208,Consumable,Antiseptic Solution,631,680,6190,4878,227,11,V001
2023-08-29,200,Consumable,Gloves,9,1718,6468,2512,747,9,V002
2023-08-29,202,Consumable,Surgical Mask,4,3897,25888,24039,871,6,V001
2023-08-29,107,Equipment,Infusion Pump,206804,6,26,14,9,20,V005
2023-08-30,201,Consumable,IV Drip,237,869,4809,4684,145,10,V004
2023-08-30,208,Consumable,Antiseptic Solution,349,1711,4983,1834,347,9,V005
2023-08-30,205,Consumable,Syringe,7,1714,15916,11729,870,8,V003
2023-08-30,103,Equipment,Wheelchair,15622,14,45,16,4,10,V004
2023-08-31,101,Equipment,X-Ray-Machine,3863821,1,16,15,0,42,V003
2023-08-31,207,Consumable,Blood Bags,843,945,3982,2529,131,5,V004
2023-08-31,203,Consumable,Gown,102,1602,6715,2154,456,11,V005
2023-09-01,200,Consumable,Gloves,6,1907,5020,4750,657,7,V005
2023-09-01,203,Consumable,Gown,102,703,5698,4020,153,5,V005
2023-09-01,203,Consumable,Gown,237,1905,4054,2073,472,6,V003
2023-09-02,100,Equipment,Ventilator,1999337,4,50,12,3,27,V001
2023-09-02,106,Equipment,MRI Scanner,30163463,1,4,1,0,39,V002
2023-09-03,203,Consumable,Gown,237,1781,6780,4090,100,5,V003
2023-09-03,205,Consumable,Syringe,23,4599,13540,6285,1794,11,V002
2023-09-03,204,Consumable,Face Shield,78,1138,8874,7991,611,8,V004
2023-09-03,200,Consumable,Gloves,9,2399,6770,4615,637,10,V003
2023-09-03,101,Equipment,X-Ray-Machine,3863821,2,10,2,0,29,V003
2023-09-03,207,Consumable,Blood Bags,1054,590,1842,1124,105,15,V002
2023-09-04,101,Equipment,X-Ray-Machine,3863821,4,14,11,0,38,V003
2023-09-04,205,Consumable,Syringe,21,2981,19393,10187,261,9,V001
2023-09-04,104,Equipment,Hospital Bed,28362,80,180,174,2,29,V001
2023-09-04,105,Equipment,ECG Machine,367841,3,10,9,2,16,V002
2023-09-04,203,Consumable,Gown,102,870,4183,2483,264,10,V005
2023-09-04,207,Consumable,Blood Bags,762,384,2750,2690,58,9,V001
2023-09-05,203,Consumable,Gown,237,1357,4242,1397,172,12,V003
2023-09-05,200,Consumable,Gloves,6,2152,9833,3714,991,6,V005
2023-09-05,102,Equipment,Defibrilator,704572,5,14,8,1,26,V005
2023-09-05,105,Equipment,ECG Machine,313120,5,10,5,3,20,V005
2023-09-06,208,Consumable,Antiseptic Solution,505,1680,5672,3247,266,8,V003
2023-09-06,205,Consumable,Syringe,24,4875,18172,13608,1203,7,V004
2023-09-06,203,Consumable,Gown,237,749,5635,1174,388,7,V003
2023-09-06,202,Consumable,Surgical Mask,4,4546,42977,20817,728,4,V001
2023-09-06,103,Equipment,Wheelchair,13926,17,55,42,4,13,V005
2023-09-06,103,Equipment,Wheelchair,15622,10,38,17,2,10,V004
2023-09-06,206,Consumable,Bandages,39,3584,6026,4586,865,8,V004
2023-09-07,206,Consumable,Bandages,29,1586,7522,7381,360,8,V001
2023-09-07,105,Equipment,ECG Machine,367841,2,13,8,2,22,V002
2023-09-07,106,Equipment,MRI Scanner,31100685,1,3,1,1,59,V003
2023-09-08,206,Consumable,Bandages,39,1681,9698,3520,544,7,V004
2023-09-08,202,Consumable,Surgical Mask,7,5513,46269,27084,2714,10,V003
2023-09-08,202,Consumable,Surgical Mask,4,7722,22334,19644,2962,9,V001
2023-09-08,105,Equipment,ECG Machine,230753,2,12,6,3,16,V004
2023-09-08,203,Consumable,Gown,117,1196,5288,1772,167,5,V002
2023-09-08,206,Consumable,Bandages,41,1429,11907,3016,1366,10,V002
2023-09-08,205,Consumable,Syringe,7,3352,16637,10676,1256,9,V003
2023-09-09,100,Equipment,Ventilator,1879046,10,45,23,1,24,V004
2023-09-10,209,Consumable,Cotton Rolls,58,876,5840,1438,281,10,V005
2023-09-10,202,Consumable,Surgical Mask,7,5450,31887,6241,2291,5,V003
2023-09-10,102,Equipment,Defibrilator,704572,3,13,11,0,40,V005
2023-09-10,207,Consumable,Blood Bags,1054,313,4214,552,87,11,V002
2023-09-10,107,Equipment,Infusion Pump,176921,3,20,6,15,14,V001
2023-09-11,100,Equipment,Ventilator,1999337,14,28,23,5,26,V001
2023-09-11,103,Equipment,Wheelchair,15622,9,43,43,4,16,V004
2023-09-11,100,Equipment,Ventilator,2232401,13,42,42,1,26,V005
2023-09-12,107,Equipment,Infusion Pump,202054,4,24,17,12,18,V003
2023-09-13,201,Consumable,IV Drip,270,727,4617,1265,66,9,V001
2023-09-13,206,Consumable,Bandages,41,2247,6996,4583,749,5,V002
2023-09-13,201,Consumable,IV Drip,248,632,3190,2697,64,5,V002
2023-09-13,203,Consumable,Gown,117,1935,5393,2099,450,7,V002
2023-09-14,209,Consumable,Cotton Rolls,76,997,3820,1113,246,10,V004
2023-09-14,207,Consumable,Blood Bags,1054,372,3434,1121,66,8,V002
2023-09-14,103,Equipment,Wheelchair,13926,5,60,43,0,9,V005
2023-09-15,205,Consumable,Syringe,21,1955,11670,3218,1782,12,V001
2023-09-15,207,Consumable,Blood Bags,795,678,3661,1956,41,9,V003
2023-09-16,207,Consumable,Blood Bags,843,695,4580,4158,146,11,V004
2023-09-17,205,Consumable,Syringe,7,3960,12857,7035,751,8,V003
2023-09-17,106,Equipment,MRI Scanner,33213797,1,4,1,1,53,V005
2023-09-18,107,Equipment,Infusion Pump,125406,5,20,7,9,10,V004
2023-09-18,204,Consumable,Face Shield,74,678,5047,4664,351,7,V003
2023-09-19,101,Equipment,X-Ray-Machine,4612827,1,15,12,1,23,V005
2023-09-19,104,Equipment,Hospital Bed,51423,30,223,120,1,26,V005
2023-09-19,203,Consumable,Gown,81,885,4190,2660,206,12,V004
2023-09-20,206,Consumable,Bandages,42,3281,11525,11472,930,10,V003
2023-09-20,107,Equipment,Infusion Pump,125406,4,16,12,7,19,V004
2023-09-21,206,Consumable,Bandages,29,2894,7761,7211,1495,3,V001
2023-09-21,107,Equipment,Infusion Pump,212601,7,25,10,10,12,V002
2023-09-21,208,Consumable,Antiseptic Solution,319,1848,6723,2483,264,6,V002
2023-09-21,106,Equipment,MRI Scanner,31100685,2,4,4,1,38,V003
2023-09-22,203,Consumable,Gown,237,1907,3752,2071,327,7,V003
2023-09-22,205,Consumable,Syringe,21,2149,15380,9133,1155,12,V001
2023-09-23,203,Consumable,Gown,237,1805,5866,4890,175,6,V003
2023-09-23,100,Equipment,Ventilator,1999337,5,30,8,4,25,V001
2023-09-23,106,Equipment,MRI Scanner,31100685,2,3,3,0,32,V003
2023-09-24,201,Consumable,IV Drip,246,867,4030,2723,146,7,V005
2023-09-24,204,Consumable,Face Shield,78,1080,5027,2403,551,8,V004
2023-09-24,202,Consumable,Surgical Mask,5,7393,41806,17026,600,6,V005
2023-09-24,201,Consumable,IV Drip,237,983,2645,1019,152,6,V004
2023-09-24,201,Consumable,IV Drip,248,567,3228,2464,88,9,V002
2023-09-25,106,Equipment,MRI Scanner,30163463,2,4,3,1,39,V002
2023-09-25,104,Equipment,Hospital Bed,31063,92,278,224,0,26,V002
2023-09-25,206,Consumable,Bandages,42,2152,10856,8614,1480,7,V003
2023-09-25,106,Equipment,MRI Scanner,33213797,1,3,3,1,38,V005
2023-09-25,200,Consumable,Gloves,5,2108,9954,2617,780,7,V001
2023-09-26,201,Consumable,IV Drip,237,922,4935,2644,136,9,V004
2023-09-26,204,Consumable,Face Shield,78,1162,8539,4153,757,4,V004
2023-09-26,205,Consumable,Syringe,23,4230,15229,4280,1113,11,V002
2023-09-27,207,Consumable,Blood Bags,1054,953,2633,1394,73,12,V002
2023-09-27,103,Equipment,Wheelchair,9908,20,51,25,1,15,V003
2023-09-27,104,Equipment,Hospital Bed,16130,62,174,107,1,30,V004
2023-09-27,209,Consumable,Cotton Rolls,85,914,5969,5794,228,3,V003
2023-09-28,206,Consumable,Bandages,39,3041,10887,8407,1244,10,V004
2023-09-28,204,Consumable,Face Shield,78,1650,8230,4024,775,5,V004
2023-09-29,104,Equipment,Hospital Bed,16130,74,182,75,0,18,V004
2023-09-30,202,Consumable,Surgical Mask,5,4899,22054,6303,2981,9,V005
2023-09-30,103,Equipment,Wheelchair,9908,14,76,36,3,17,V003
2023-09-30,102,Equipment,Defibrilator,383361,4,13,12,1,29,V004
2023-09-30,101,Equipment,X-Ray-Machine,3863821,1,11,1,0,44,V003
2023-09-30,206,Consumable,Bandages,41,3924,9204,5867,1500,3,V002
2023-10-01,205,Consumable,Syringe,24,3493,12592,9148,1255,10,V004
2023-10-01,208,Consumable,Antiseptic Solution,378,1037,4142,1356,299,7,V004
2023-10-02,206,Consumable,Bandages,42,1676,9446,6668,1213,6,V003
2023-10-02,209,Consumable,Cotton Rolls,58,780,5346,3154,260,8,V005
2023-10-03,104,Equipment,Hospital Bed,31063,78,220,124,1,22,V002
2023-10-03,106,Equipment,MRI Scanner,29074330,1,3,3,1,41,V001
2023-10-03,100,Equipment,Ventilator,1999337,9,37,33,2,28,V001
2023-10-04,208,Consumable,Antiseptic Solution,378,1050,7172,2254,213,11,V004
2023-10-04,100,Equipment,Ventilator,2232401,5,50,27,5,19,V005
2023-10-04,103,Equipment,Wheelchair,6566,12,78,49,3,9,V001
2023-10-04,101,Equipment,X-Ray-Machine,4612827,2,12,12,0,43,V005
2023-10-04,205,Consumable,Syringe,7,4731,12370,11747,783,6,V003
2023-10-04,107,Equipment,Infusion Pump,202054,8,20,10,7,12,V003
2023-10-04,203,Consumable,Gown,237,1648,6492,5724,319,6,V003
2023-10-05,207,Consumable,Blood Bags,1054,664,3144,1239,88,6,V002
2023-10-05,107,Equipment,Infusion Pump,206804,6,28,10,8,12,V005
2023-10-06,207,Consumable,Blood Bags,762,905,2307,1040,37,8,V001
2023-10-06,204,Consumable,Face Shield,74,1952,9297,5609,487,4,V003
2023-10-06,202,Consumable,Surgical Mask,5,9380,32634,14681,2721,6,V005
2023-10-07,209,Consumable,Cotton Rolls,123,672,5849,5047,298,3,V001
2023-10-07,201,Consumable,IV Drip,270,718,4002,1388,95,5,V001
2023-10-07,207,Consumable,Blood Bags,507,792,3495,3483,119,11,V005
2023-10-07,203,Consumable,Gown,196,1548,4337,2798,278,10,V001
2023-10-07,202,Consumable,Surgical Mask,4,7525,17563,11824,1228,10,V001
2023-10-08,101,Equipment,X-Ray-Machine,3627022,5,13,8,1,36,V004
2023-10-08,106,Equipment,MRI Scanner,31100685,1,2,1,0,30,V003
2023-10-08,104,Equipment,Hospital Bed,31063,25,249,220,0,30,V002
2023-10-08,105,Equipment,ECG Machine,313120,3,10,8,1,26,V005
2023-10-08,206,Consumable,Bandages,41,1567,10181,2796,547,9,V002
2023-10-08,204,Consumable,Face Shield,103,1438,4944,2030,383,6,V001
2023-10-09,209,Consumable,Cotton Rolls,58,530,2964,2528,162,4,V005
2023-10-09,106,Equipment,MRI Scanner,30163463,2,5,5,1,30,V002
2023-10-09,103,Equipment,Wheelchair,15809,11,96,89,4,16,V002
2023-10-09,201,Consumable,IV Drip,245,712,4783,811,140,8,V003
2023-10-09,207,Consumable,Blood Bags,762,622,3045,2662,40,9,V001
2023-10-09,103,Equipment,Wheelchair,15622,15,74,25,1,12,V004
2023-10-09,102,Equipment,Defibrilator,445991,2,12,7,1,20,V001
2023-10-10,101,Equipment,X-Ray-Machine,3627022,2,15,5,1,21,V004
2023-10-10,107,Equipment,Infusion Pump,202054,8,24,13,12,14,V003
2023-10-10,202,Consumable,Surgical Mask,4,4729,23853,12333,1092,3,V001
2023-10-10,204,Consumable,Face Shield,74,1617,8253,5448,529,5,V003
2023-10-10,204,Consumable,Face Shield,82,1927,4982,3945,633,5,V005
2023-10-10,208,Consumable,Antiseptic Solution,349,1024,7458,6112,420,5,V005
2023-10-11,200,Consumable,Gloves,9,1691,6166,5121,351,12,V003
2023-10-11,209,Consumable,Cotton Rolls,54,391,2404,901,162,3,V002
2023-10-12,100,Equipment,Ventilator,1879046,8,41,9,3,27,V004
